Database,ExchangeGuid,ExchangeUserAccountControl,LinkedMasterAccount,SamAccountName,ServerLegacyDN,ServerName,Office,UserPrincipalName,Alias,OrganizationalUnit,PrimarySmtpAddress,Name,DistinguishedName,Guid
Dag2DB4,57afd6e2-6103-4ec2-b6a8-83bf7ff1f872,AccountDisabled,NAEAST\Wesley.Nunez,Wesley.Nunez,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,CZ-10 ,Wesley.Nunez@a360labs.com,WesleyNunez,a360labs.net/a360labsUsers/cloud,WesleyNunez@a360labs.com,Wesley Nunez,"CN=Wesley Nunez,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",9a81b402-8180-4fb3-b416-d895f1e4c3fe
Dag2DB18,336f2836-453a-41ed-a2f7-a616675524e9,AccountDisabled,NAEAST\Gertrude.Hamilton,Gertrude.Hamilton,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WY ,Gertrude.Hamilton@a360labs.com,GertrudeHamilton,a360labs.net/a360labsUsers/cloud,GertrudeHamilton@a360labs.com,Gertrude Hamilton,"CN=Gertrude Hamilton,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",9ebcd151-8b0f-49bc-9b5c-937bf99d06d4
Dag2DB52,e8645f6f-8fb8-4f14-b2f2-0c234fdd909e,AccountDisabled,EMEA\Donald.Hughes,Donald.Hughes,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-CO ,Donald.Hughes@a360labs.com,DonaldHughes,a360labs.net/a360labsUsers/cloud,DonaldHughes@a360labs.com,Donald Hughes,"CN=Donald Hughes,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",64f98e9c-7efe-46ee-9406-4e1e64cb6622
Dag2DB39,0feaf192-37ab-4fd3-aa60-dbb2dc6c5040,AccountDisabled,EMEA\Miguel.Carroll,Miguel.Carroll,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-GU ,Miguel.Carroll@a360labs.com,MiguelCarroll,a360labs.net/a360labsUsers/cloud,MiguelCarroll@a360labs.com,Miguel Carroll,"CN=Miguel Carroll,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",574135de-f5b8-445d-96ae-f591e792c472
Dag2DB42,19aea2fa-c9d8-4e05-befe-7b2aeb974c7d,AccountDisabled,EMEA\Allen.Snyder,Allen.Snyder,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-DC ,Allen.Snyder@a360labs.com,AllenSnyder,a360labs.net/a360labsUsers/cloud,AllenSnyder@a360labs.com,Allen Snyder,"CN=Allen Snyder,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",457c5a33-a1b3-4607-8c16-2992f7251d3d
Dag2DB94,ded85474-fa90-4e59-9bb3-1d0e185060b8,AccountDisabled,EMEA\Luke.Alexander,Luke.Alexander,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-CA ,Luke.Alexander@a360labs.com,LukeAlexander,a360labs.net/a360labsUsers/cloud,LukeAlexander@a360labs.com,Luke Alexander,"CN=Luke Alexander,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",313ce550-443b-4551-a540-e41b5d39244a
Dag2DB6,f0b8ad52-f183-44ad-8e0b-02db1696e8db,AccountDisabled,NAEAST\Randy.West,Randy.West,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,CZ-10 ,Randy.West@a360labs.com,RandyWest,a360labs.net/a360labsUsers/cloud,RandyWest@a360labs.com,Randy West,"CN=Randy West,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",dc897dbe-4fad-4646-9208-655ce29e5b45
Dag2DB34,6bf6485e-7a6c-4fbe-b903-a2f5313b8fbc,AccountDisabled,NAEAST\Donald.Meyer,Donald.Meyer,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,IE-D  ,Donald.Meyer@a360labs.com,DonaldMeyer,a360labs.net/a360labsUsers/cloud,DonaldMeyer@a360labs.com,Donald Meyer,"CN=Donald Meyer,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",e89cea7c-d346-4e5e-b7f8-c57df41f62ac
Dag2DB33,5b1d4190-adc6-427b-9f2e-6b9d8c58a732,AccountDisabled,NAEAST\Harriett.Reyes,Harriett.Reyes,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WY ,Harriett.Reyes@a360labs.com,HarriettReyes,a360labs.net/a360labsUsers/cloud,HarriettReyes@a360labs.com,Harriett Reyes,"CN=Harriett Reyes,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",08b757fb-964f-4045-be33-95a4a8a539db
Dag2DB41,38ad418d-b9ad-4008-90a7-2f63bf022384,AccountDisabled,EMEA\Theodore.Brady,Theodore.Brady,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,HU-BU ,Theodore.Brady@a360labs.com,TheodoreBrady,a360labs.net/a360labsUsers/cloud,TheodoreBrady@a360labs.com,Theodore Brady,"CN=Theodore Brady,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",9482e45d-10c1-45ed-bc99-75dabf1a3275
Dag2DB68,2faa9155-fc0f-450d-85c4-28cce12a019d,AccountDisabled,NAEAST\William.Christensen,William.Christensen,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-CO ,William.Christensen@a360labs.com,WilliamChristensen,a360labs.net/a360labsUsers/cloud,WilliamChristensen@a360labs.com,William Christensen,"CN=William Christensen,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",99e63c40-95c3-42a6-a112-8f6dac0b8454
Dag2DB36,99f87c9b-5ac6-4261-ac3b-03f472b5ee5c,AccountDisabled,EMEA\Walter.Figueroa,Walter.Figueroa,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-CA ,Walter.Figueroa@a360labs.com,WalterFigueroa,a360labs.net/a360labsUsers/cloud,WalterFigueroa@a360labs.com,Walter Figueroa,"CN=Walter Figueroa,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",c896c6c7-f8b0-48d2-b4f9-1c84d8b26a8d
Dag2DB44,c029a446-41c1-4a87-8fa7-091783b2d519,AccountDisabled,EMEA\Addie.Fernandez,Addie.Fernandez,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-CA ,Addie.Fernandez@a360labs.com,AddieFernandez,a360labs.net/a360labsUsers/cloud,AddieFernandez@a360labs.com,Addie Fernandez,"CN=Addie Fernandez,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",687835ea-84f5-403c-9595-8eec781aeeaf
Dag2DB1,4e0a54e5-bf67-48bf-8643-10bd7eb281dd,AccountDisabled,NAEAST\Myrtie.Reynolds,Myrtie.Reynolds,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,CZ-10 ,Myrtie.Reynolds@a360labs.com,MyrtieReynolds,a360labs.net/a360labsUsers/cloud,MyrtieReynolds@a360labs.com,Myrtie Reynolds,"CN=Myrtie Reynolds,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",603d9642-bbc2-4fb0-93c0-0d31499d3082
Dag2DB9,ee46ccd5-6268-4238-8891-1e2832738a7b,AccountDisabled,NAEAST\Nathan.Gutierrez,Nathan.Gutierrez,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-GU ,Nathan.Gutierrez@a360labs.com,NathanGutierrez,a360labs.net/a360labsUsers/cloud,NathanGutierrez@a360labs.com,Nathan Gutierrez,"CN=Nathan Gutierrez,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",4ac1eb2d-caa8-420b-b589-a844e19b1533
Dag2DB17,71801362-e15d-4103-8f59-e45e148db9ea,AccountDisabled,NAEAST\Dollie.Mullins,Dollie.Mullins,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-GU ,Dollie.Mullins@a360labs.com,DollieMullins,a360labs.net/a360labsUsers/cloud,DollieMullins@a360labs.com,Dollie Mullins,"CN=Dollie Mullins,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",fecbee97-708c-4fdd-b7fa-63e7945cd34f
Dag2DB86,bc24539d-6f96-4ffc-be72-027e62540a6f,AccountDisabled,NAEAST\Florence.Wilson,Florence.Wilson,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-GU ,Florence.Wilson@a360labs.com,FlorenceWilson,a360labs.net/a360labsUsers/cloud,FlorenceWilson@a360labs.com,Florence Wilson,"CN=Florence Wilson,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",68141222-3460-47e8-bd5a-3aef45134a60
Dag2DB44,61d832ae-13f5-4f79-88c5-bda256f22db9,AccountDisabled,EMEA\Estelle.Klein,Estelle.Klein,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,GB-LND,Estelle.Klein@a360labs.com,EstelleKlein,a360labs.net/a360labsUsers/cloud,EstelleKlein@a360labs.com,Estelle Klein,"CN=Estelle Klein,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",23fe9871-c36b-4190-9613-606f73733552
Dag2DB4,3875c520-f02c-4846-916b-82124a705ca2,AccountDisabled,EMEA\Walter.Hodges,Walter.Hodges,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-CA ,Walter.Hodges@a360labs.com,WalterHodges,a360labs.net/a360labsUsers/cloud,WalterHodges@a360labs.com,Walter Hodges,"CN=Walter Hodges,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",adc16738-15d5-454c-ab11-38efece1e905
Dag2DB4,ae44d73f-5c54-4848-bf5f-7984e68dd1e1,AccountDisabled,NAEAST\Sophie.Campbell,Sophie.Campbell,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,GB-LND,Sophie.Campbell@a360labs.com,SophieCampbell,a360labs.net/a360labsUsers/cloud,SophieCampbell@a360labs.com,Sophie Campbell,"CN=Sophie Campbell,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",c6c5fcf0-87af-442d-94a0-6e6615092418
Dag2DB28,6c296ee7-aada-47c6-8e2b-a2e0bbbcfbbc,AccountDisabled,NAEAST\Angel.Hughes,Angel.Hughes,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,CZ-10 ,Angel.Hughes@a360labs.com,AngelHughes,a360labs.net/a360labsUsers/cloud,AngelHughes@a360labs.com,Angel Hughes,"CN=Angel Hughes,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",1a9d7d56-0c2f-4d48-93b1-23445204ab7b
Dag2DB22,fb3ac132-b986-489a-87db-d06fd43a7c33,AccountDisabled,NAEAST\Alfred.Cobb,Alfred.Cobb,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WA ,Alfred.Cobb@a360labs.com,AlfredCobb,a360labs.net/a360labsUsers/cloud,AlfredCobb@a360labs.com,Alfred Cobb,"CN=Alfred Cobb,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",12553f9f-367d-418c-9877-df4002fbb4c8
Dag2DB9,7e2bcb67-a0cc-4f4b-a273-aede53f16554,AccountDisabled,EMEA\Lura.Smith,Lura.Smith,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,HU-BU ,Lura.Smith@a360labs.com,LuraSmith,a360labs.net/a360labsUsers/cloud,LuraSmith@a360labs.com,Lura Smith,"CN=Lura Smith,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",256d0e12-ec48-4a3c-a520-345c922689ad
Dag2DB22,ba5a6591-3267-4b1c-a5df-7bf703fd9375,AccountDisabled,EMEA\Travis.Hardy,Travis.Hardy,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-CO ,Travis.Hardy@a360labs.com,TravisHardy,a360labs.net/a360labsUsers/cloud,TravisHardy@a360labs.com,Travis Hardy,"CN=Travis Hardy,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",bd7904d3-34df-446b-83ee-27f8e104e610
Dag2DB13,72e86578-222a-40c7-83b7-6e6be86cf4b4,AccountDisabled,NAEAST\Nicholas.Lloyd,Nicholas.Lloyd,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-NY ,Nicholas.Lloyd@a360labs.com,NicholasLloyd,a360labs.net/a360labsUsers/cloud,NicholasLloyd@a360labs.com,Nicholas Lloyd,"CN=Nicholas Lloyd,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",ebac66e8-a249-42e3-9fad-228b72326a5d
Dag2DB51,c9c6a66b-9406-4bd5-9cea-24c772f2d3fd,AccountDisabled,EMEA\Brandon.Boone,Brandon.Boone,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,GB-LND,Brandon.Boone@a360labs.com,BrandonBoone,a360labs.net/a360labsUsers/cloud,BrandonBoone@a360labs.com,Brandon Boone,"CN=Brandon Boone,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",0c79b85d-7e79-42b8-add6-2df27e59b992
Dag2DB7,60b53cc6-d111-4086-985b-a4c797849948,AccountDisabled,NAEAST\Lou.Soto,Lou.Soto,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-DC ,Lou.Soto@a360labs.com,LouSoto,a360labs.net/a360labsUsers/cloud,LouSoto@a360labs.com,Lou Soto,"CN=Lou Soto,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",7d545f7a-0b00-4a56-b65c-2430ff5da9b9
Dag2DB13,fbf13cd1-9aeb-472c-837a-d3f4276e4211,AccountDisabled,NAEAST\Harriet.Erickson,Harriet.Erickson,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WA ,Harriet.Erickson@a360labs.com,HarrietErickson,a360labs.net/a360labsUsers/cloud,HarrietErickson@a360labs.com,Harriet Erickson,"CN=Harriet Erickson,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",3384921c-3206-4690-82e5-af270dc2f0ad
Dag2DB9,e7d92f06-3a58-43f1-8d0f-56b8c1679592,AccountDisabled,EMEA\Elmer.Steele,Elmer.Steele,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WA ,Elmer.Steele@a360labs.com,ElmerSteele,a360labs.net/a360labsUsers/cloud,ElmerSteele@a360labs.com,Elmer Steele,"CN=Elmer Steele,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",95c9d36b-9abc-4913-a8d7-da8fb4156b2e
Dag2DB17,d6c1d0a3-c6d3-4d37-b906-f5e4e2ba1a66,AccountDisabled,EMEA\Mollie.Robinson,Mollie.Robinson,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WY ,Mollie.Robinson@a360labs.com,MollieRobinson,a360labs.net/a360labsUsers/cloud,MollieRobinson@a360labs.com,Mollie Robinson,"CN=Mollie Robinson,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",8266fe08-1948-4a17-8265-00e7b9961bff
Dag2DB34,295cfd3b-ae00-41ac-94a2-22bfc64c63de,AccountDisabled,EMEA\Eugenia.Chandler,Eugenia.Chandler,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-CO ,Eugenia.Chandler@a360labs.com,EugeniaChandler,a360labs.net/a360labsUsers/cloud,EugeniaChandler@a360labs.com,Eugenia Chandler,"CN=Eugenia Chandler,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",615b9d3a-023b-4c27-b941-16dbcf744127
Dag2DB3,657b67ca-fa2f-49c9-92fb-f6a1e2aea4bc,AccountDisabled,NAEAST\Etta.Long,Etta.Long,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WA ,Etta.Long@a360labs.com,EttaLong,a360labs.net/a360labsUsers/cloud,EttaLong@a360labs.com,Etta Long,"CN=Etta Long,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",5394a80e-ebac-435a-8038-adebe8f21628
Dag2DB20,fe8b6e19-5cff-4391-993d-e4de743750fa,AccountDisabled,EMEA\Bess.Carroll,Bess.Carroll,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,IN-DL ,Bess.Carroll@a360labs.com,BessCarroll,a360labs.net/a360labsUsers/cloud,BessCarroll@a360labs.com,Bess Carroll,"CN=Bess Carroll,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",137153f1-dfda-49e7-a6c7-6e6e3fbe85ab
Dag2DB33,aa9995a2-2ca6-4480-8c86-6f5c9c423f00,AccountDisabled,EMEA\Christopher.Peterson,Christopher.Peterson,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,IE-D  ,Christopher.Peterson@a360labs.com,ChristopherPeterson,a360labs.net/a360labsUsers/cloud,ChristopherPeterson@a360labs.com,Christopher Peterson,"CN=Christopher Peterson,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",cf196091-fef3-4d79-aa22-d18082e1a0fe
Dag2DB46,85c46678-92f5-4fbd-a02d-3ed9a38863ee,AccountDisabled,EMEA\Nell.Dennis,Nell.Dennis,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-DC ,Nell.Dennis@a360labs.com,NellDennis,a360labs.net/a360labsUsers/cloud,NellDennis@a360labs.com,Nell Dennis,"CN=Nell Dennis,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",e040c949-4908-4bca-b4f0-c5b4ba4017ca
Dag2DB8,c1e93d93-82c3-4ca6-8a1e-a93221337d5c,AccountDisabled,NAEAST\Sara.Marsh,Sara.Marsh,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,GB-LND,Sara.Marsh@a360labs.com,SaraMarsh,a360labs.net/a360labsUsers/cloud,SaraMarsh@a360labs.com,Sara Marsh,"CN=Sara Marsh,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",2bba8fef-170f-4d52-acca-7383d76692fe
Dag2DB1,f682129a-1756-403e-9fb1-323f99513d76,AccountDisabled,NAEAST\Flora.Luna,Flora.Luna,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WY ,Flora.Luna@a360labs.com,FloraLuna,a360labs.net/a360labsUsers/cloud,FloraLuna@a360labs.com,Flora Luna,"CN=Flora Luna,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",f6da6827-765c-4605-848f-bab96829bce2
Dag2DB9,ffea77b5-8eef-4dc1-9caf-775856bde3e9,AccountDisabled,NAEAST\Mattie.Hardy,Mattie.Hardy,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-NY ,Mattie.Hardy@a360labs.com,MattieHardy,a360labs.net/a360labsUsers/cloud,MattieHardy@a360labs.com,Mattie Hardy,"CN=Mattie Hardy,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",f8f5bb76-a3d3-46d6-8d76-4a89dec801da
Dag2DB35,96529d54-980d-4fe9-9404-57c94f1e63d6,AccountDisabled,EMEA\Franklin.Lane,Franklin.Lane,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,SG-01 ,Franklin.Lane@a360labs.com,FranklinLane,a360labs.net/a360labsUsers/cloud,FranklinLane@a360labs.com,Franklin Lane,"CN=Franklin Lane,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",d657b9b3-04f4-4e03-ac59-724473f04215
Dag2DB31,ab4cf994-3821-46d3-9a65-5596c6ec9d25,AccountDisabled,EMEA\Jeff.Myers,Jeff.Myers,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-CA ,Jeff.Myers@a360labs.com,JeffMyers,a360labs.net/a360labsUsers/cloud,JeffMyers@a360labs.com,Jeff Myers,"CN=Jeff Myers,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",0f3a1286-6f14-4d28-8447-cf243049936c
Dag2DB8,4dea8be4-4d11-4539-bf0b-ff658239afcc,AccountDisabled,EMEA\Jared.Hunter,Jared.Hunter,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-CA ,Jared.Hunter@a360labs.com,JaredHunter,a360labs.net/a360labsUsers/cloud,JaredHunter@a360labs.com,Jared Hunter,"CN=Jared Hunter,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",84c48a4a-0c64-417a-8c9e-9f0072f9838b
Dag2DB34,2b139973-8e26-4198-97ea-e510e02a9e2a,AccountDisabled,NAEAST\Lillie.Jimenez,Lillie.Jimenez,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-DC ,Lillie.Jimenez@a360labs.com,LillieJimenez,a360labs.net/a360labsUsers/cloud,LillieJimenez@a360labs.com,Lillie Jimenez,"CN=Lillie Jimenez,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",f6e204d6-ff1a-4536-9bf0-f6c7a0ba7115
Dag2DB30,a13c60de-4255-471e-927d-8df0e0a9fafc,AccountDisabled,EMEA\Ruth.Floyd,Ruth.Floyd,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,HU-BU ,Ruth.Floyd@a360labs.com,RuthFloyd,a360labs.net/a360labsUsers/cloud,RuthFloyd@a360labs.com,Ruth Floyd,"CN=Ruth Floyd,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",17c6f389-aaf0-4dbb-972e-e92affe0d614
Dag2DB20,a1915310-e577-4bd5-a85c-d58e20434e72,AccountDisabled,NAEAST\Kate.Collins,Kate.Collins,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WY ,Kate.Collins@a360labs.com,KateCollins,a360labs.net/a360labsUsers/cloud,KateCollins@a360labs.com,Kate Collins,"CN=Kate Collins,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",b3b33f76-1030-4c4b-a24c-baa70033d470
Dag2DB33,f18975b7-39bd-46e0-81d2-22dc166c370b,AccountDisabled,NAEAST\Rachel.Curtis,Rachel.Curtis,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,CZ-10 ,Rachel.Curtis@a360labs.com,RachelCurtis,a360labs.net/a360labsUsers/cloud,RachelCurtis@a360labs.com,Rachel Curtis,"CN=Rachel Curtis,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",749d9253-aa3a-44a5-878e-23352ac4e8ef
Dag2DB7,e402aaf3-52fe-4927-8c14-65520ab2d5c0,AccountDisabled,NAEAST\Stella.Love,Stella.Love,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,SG-01 ,Stella.Love@a360labs.com,StellaLove,a360labs.net/a360labsUsers/cloud,StellaLove@a360labs.com,Stella Love,"CN=Stella Love,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",dfa49db3-3268-4b8a-a216-63959bfa33aa
Dag2DB46,1db8c882-b7ed-469a-a4fc-362cd30dead1,AccountDisabled,EMEA\Herbert.Potter,Herbert.Potter,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,IN-DL ,Herbert.Potter@a360labs.com,HerbertPotter,a360labs.net/a360labsUsers/cloud,HerbertPotter@a360labs.com,Herbert Potter,"CN=Herbert Potter,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",522af81b-dab7-4ce9-8d51-8401f0537fe9
Dag2DB41,d33495ac-635a-4467-b090-82a091c524f5,AccountDisabled,NAEAST\Elijah.Maldonado,Elijah.Maldonado,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,GB-LND,Elijah.Maldonado@a360labs.com,ElijahMaldonado,a360labs.net/a360labsUsers/cloud,ElijahMaldonado@a360labs.com,Elijah Maldonado,"CN=Elijah Maldonado,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",5d083142-2eb1-4d53-9b8a-32f356d7fcfd
